ds,y
2015-09-23,4154
2015-09-24,3041
2015-09-25,2607
2015-09-26,1787
2015-09-27,2333
2015-09-28,3728
2015-09-29,3707
2015-09-30,4404
2015-10-01,4651
2015-10-02,3748
2015-10-03,3212
2015-10-04,4624
2015-10-05,5489
2015-10-06,4527
2015-10-07,4206
2015-10-08,3827
2015-10-09,3939
2015-10-10,1956
2015-10-11,2500
2015-10-13,4417
2015-10-14,4027
2015-10-15,4163
2015-10-16,3781
2015-10-17,3195
2015-10-18,3194
2015-10-19,6534
2015-10-20,5756
2015-10-21,6524
2015-10-22,6237
2015-10-23,7527
2015-10-24,8248
2015-10-25,15300
2015-10-26,19354
2015-10-27,12950
2015-10-28,12161
2015-10-29,12132
2015-10-30,15273
2015-10-31,14137
2015-11-01,29620
2015-11-02,28494
2015-11-03,16014
2015-11-04,10395
2015-11-05,7500
2015-11-06,5460
2015-11-07,3003
2015-11-08,2521
2015-11-09,4332
2015-11-10,3836
2015-11-11,3142
2015-11-12,3292
2015-11-13,2666
2015-11-14,1658
2015-11-15,1616
2015-11-16,2549
2015-11-17,2917
2015-11-18,2744
2015-11-19,2519
2015-11-20,2290
2015-11-21,1316
2015-11-22,1407
2015-11-23,2148
2015-11-24,2301
2015-11-25,1896
2015-11-26,1526
2015-11-27,1444
2015-11-28,1099
2015-11-29,1150
2015-11-30,2025
2015-12-01,2226
2015-12-02,1996
2015-12-03,1907
2015-12-04,1715
2015-12-05,1026
2015-12-06,1127
2015-12-07,1898
2015-12-08,1811
2015-12-09,1873
2015-12-10,1885
2015-12-11,1631
2015-12-12,1116
2015-12-13,1125
2015-12-14,1728
2015-12-15,1835
2015-12-16,1919
2015-12-17,1812
2015-12-18,1434
2015-12-19,919
2015-12-20,931
2015-12-21,1883
2015-12-22,1739
2015-12-23,1259
2015-12-24,1796
2015-12-25,829
2015-12-26,850
2015-12-27,802
2015-12-28,1178
2015-12-29,1322
2015-12-30,1319
2015-12-31,1324
2016-01-01,1121
2016-01-02,1104
2016-01-03,1087
2016-01-04,1936
2016-01-05,2054
2016-01-06,2170
2016-01-07,2225
2016-01-08,1595
2016-01-09,1047
2016-01-10,1078
2016-01-11,1955
2016-01-12,1881
2016-01-13,1854
2016-01-14,1775
2016-01-15,1658
2016-01-16,942
2016-01-17,1084
2016-01-18,1768
2016-01-19,1887
2016-01-20,1846
